4905261   -4067.580585893406	 311.1326958572866	 168.4774791589307	 222.8274875305428	 834.0108787191449	0
	 
4805003   -3963.863740702917	 303.9951678017222	 81.69881245496786	 209.0251282536999	 760.2088920202618	0
	 
4863925   -1851.46422926478	 94.13188652993128	 381.9429079287791	 55.67299299000983	 700.990295462437 	1
	 
4450973   -1832.332508622275	 87.72486032545926	 363.848207363187 	 54.57246599580642	 285.85682628247131	1
	 
4929969   -1248.646287410404	 292.8471595454738	 95.39402417266261	 480.6214055522277	 740.2856475073716	2
	 
4356845   -5111.445469817147	 270.6473839545263	 85.24609485091365	 110.7037160118951	 592.4311610375937	2
	 
4867491   -3641.859853658943	 50.59717510942858	 418.7767656933677	 457.1558880529001	 1087.535313842096	3
	 
4439279   -3056.069868837363	 75.48316374913665	 250.1443207403632	 228.5129237013582	 1144.13033971834 	4
	 
4273427    3422.887644404218	 68.87903948827696	 103.0763209640643	 231.7597258868016	 428.9571333620533	6
	 
4206738   -5185.040933880841	 284.508757767517 	 193.7914543558609	 282.9403211987581	 767.7274155863713	6	
